City,DealerName,LocatorLatitude,LocatorLongitude,Phone,PostalAddress,State,Website,ZipCode
Henderson,Woodard Cooling and Heating,37.7942,-87.5186999999999,270-854-0533,1500 S Green St,KY,http://www.woodardcoolingandheating.com,42420
Evansville,Nunning Htg AC &amp;amp; Ref.,38.0153,-87.5342999999999,812-618-4083,1120 E Diamond Ave,IN,,47711
Evansville,Jack Frost Inc.,38.0153,-87.5342999999999,812-647-6634,1510 Yokel Rd,IN,http://www.jackfrostllc.com,47711
Evansville,Schiff A/C &amp;amp; Heating,38.0194,-87.5753999999999,812-618-4170,1315 W Columbia St,IN,,47710
Evansville,Schmitt Refrigeration Inc.,37.9624,-87.5581000000002,812-647-6644,200 S Governor St,IN,,47713
Evansville,"Brackett Htg &amp;amp; A/C, Inc.",37.975,-87.4783000000003,812-618-9373,5233 Old Boonville Hwy,IN,,47715
Evansville,NUNNING HEATING &amp;amp; AIR,38.0153,-87.5342999999999,812-266-9599,1120 E Diamond Ave,IN,,47711
Lowell,Total Green Energy Solutions,41.2585,-87.4193000000001,219-552-7144,7302 McConnell Ave,IN,http://www.grayshvac.com,46356
Griffith,Centsible Heating &amp;amp; Air Conditioning,41.5177,-87.4208000000001,219-961-5307,403 N Griffith Blvd,IN,http://www.centsiblehvac.com,46319
Champaign,Champaign Heating &amp;amp; Air Conditioning,40.1312,-88.3130999999998,217-903-2235,1710 1/2 W Hensley Rd,IL,,61822
Saint Joseph,A &amp;amp; M Heating &amp;amp; Cooling,39.7657,-94.8424999999999,816-558-0915,513 S 4th St,MO,,64501
Leavenworth,Besels Inc,39.265,-95.0475999999999,913-297-3990,300 Santa Fe St,KS,,66048
Smithton,Cornerstone Heating &amp;amp; Cooling,38.6141,-93.1155999999999,660-851-6470,207 S Walnut Ave,MO,,65350
Atchison,Hays Heating &amp;amp; Cooling,39.5229,-95.1427000000001,913-370-7804,816 Commercial St,KS,,66002
Valley Falls,Heinen PHE Services Inc.,39.3598,-95.4853999999998,785-403-0170,1808 Linn St,KS,,66088
Kearney,Home Performance Group LLC,39.3643,-94.3782999999998,660-552-4721,301 Sam Barr Drive,MO,,64060
Olathe,Polar Aire Heating,38.8932,-94.8713000000002,913-712-0872,400 S Kansas Ave,KS,,66061
Lenexa,American Home Services LLC,38.9561,-94.7833999999998,913-871-0506,15780 College Blvd,KS,,66219
Paola,G K Smith &amp;amp; Sons Inc.,38.5578,-94.9001,913-259-4751,1700 Industrial Park Dr,KS,,66071
Olathe,"Polestar Plumbing, Heating and Air Conditioning",38.8932,-94.8713000000002,913-717-0954,1900 East 123rd street,KS,,66061
Leawood,A.B. May Sales and Service Co,38.9586,-94.6192000000001,913-951-0895,2017 W 104th St,KS,,66206
Lenexa,Cates Service Company,38.9562,-94.7432999999998,913-717-0640,14361 W 96th Ter,KS,,66215
Spring Hill,Guardian Htg &amp;amp; Clg,38.76,-94.8359,913-686-6544,20090 W 198th St,KS,,66083
Gardner,Hickman Heating &amp;amp; Cooling,38.8179,-94.9365000000002,913-884-3274,15684 Lake Road 5,KS,,66030
Kansas City,City Wide Heating &amp;amp; Cooling,39.0609,-94.6263,913-717-0706,2824 Roe Ln,KS,,66103
Topeka,MCELROY&amp;#39;S INC.,39.0141,-95.6962000000001,785-380-3691,3310 SW Topeka Blvd,KS,http://www.mcelroys.com,66611
Emporia,Bob Crawford Inc,38.5525,-96.1732,620-412-4064,421 E 6th Ave,KS,,66801
Manhattan,"Henton Plumbing and A/C, Inc.",39.1124,-96.5124000000003,785-370-4866,8838 Quail Ln,KS,,66502
Sabetha,Meyer Electric,39.8706,-95.8448999999998,785-284-7081,1018 Main St,KS,,66534
Frankfort,MITCHELL PLBG HTG &amp;amp; A/C,39.7199,-96.4404,785-292-3140,211 S Kansas Ave,KS,,66427
Independence,Lee&amp;#39;s Cooling and Heating Co,37.2452,-95.7725000000001,620-577-4927,118 S 8th St,KS,,67301
Fredonia,Studebaker Refrigeration,37.5252,-95.8316000000001,620-607-9077,319 Monroe St,KS,,66736
Lamar,Clements Plumbing,37.5121,-94.2673999999999,417-660-4164,400 W 12th St,MO,,64759
Fort Scott,Williams Heating &amp;amp; Air Conditioning Inc.,37.8381,-94.7210000000001,620-644-4499,1829 E Wall St,KS,,66701
Pittsburg,Perfection Air Systems LLC,37.4268,-94.7004000000001,620-670-5136,218 N Fairview St,KS,,66762
Minneapolis,Griffins Contracting,39.1542,-97.5941000000001,785-392-6496,703 E 10th St,KS,,67467
Beloit,"Johnson Plumbing, Heating and Cooling",39.3832,-98.1404999999997,785-831-4000,1101 E 3rd St,KS,,67420
Concordia,Hood Heating Air Plumbing Electric,39.4716,-97.7305000000001,785-818-4203,2201 E 6th St,KS,,66901
Goddard,T &amp;amp; T HEATING AND COOLING,37.6682,-97.5892,316-712-0179,PO Box 614,KS,,67052
Wichita,Midwest Mechanical,37.6683,-97.3676,316-469-7982,2111 W Harry St,KS,,67213
Wichita,Oasis,37.7735,-97.3662999999997,316-500-6073,3611 N Athenian St,KS,,67204
Wichita,Fahnestock Heating and Air Conditioning,37.7646,-97.2186000000001,316-202-4130,3532 N Comotara St,KS,,67226
Arkansas City,Waldorf Riley,37.0955,-96.9739000000001,620-506-4575,1705 N. Summit St,KS,,67005
Chanute,Comfort Contractors,37.6378,-95.4622,620-433-5657,215 N Lincoln Ave,KS,,66720
El Dorado,Dons Heating and Air Conditioning,37.8952,-96.7688000000001,316-251-9925,306 S Main St,KS,,67042
Coffeyville,Liebert Brothers Electric Co,37.067,-95.5816999999998,620-464-4138,313 W 8th St,KS,,67337
Newton,Graber Plumbing and Heating,38.0076,-97.2953000000001,316-842-4847,208 W Broadway St,KS,,67114
Hesston,Pauls Inc,38.1447,-97.4359999999997,620-869-4490,525 N Lancaster Ave,KS,,67062
Newton,SCHULTE HEATING &amp;amp; COOLING,38.0076,-97.2953000000001,316-803-1231,815 W 17th Street Ct,KS,,67114
Hutchinson,Sturgeon Plumbing and Air Conditioning-CDCC,38.0313,-98.1636000000003,620-860-0940,526 W 1st Ave,KS,,67501
Dodge City,"Ray Omo, Inc",37.696,-100.1054,620-682-4058,309 E Trail St,KS,,67801
Bartlesville,Cummins Heat &amp;amp; Air,36.7204,-95.8873000000001,918-876-3292,3703 Kentucky,OK,,74006
Salina,Waddle&amp;#39;s Heating and Cooling,38.8424,-97.6193,785-914-5015,346 N 9th St,KS,http://www.waddlesheating.com,67401
Plainville,"REMPE&amp;#39;s PLBG, HTG &amp;amp; A/C LLC",39.2151,-99.302,785-434-3052,100 SW 9th St,KS,,67663
Smith Center,Dave&amp;#39;s Heating And Cooling,39.8957,-98.7956,913-624-9591,116 East Kansas Avenue,KS,,66967
Ellinwood,Isern Electric,38.3727,-98.5726999999997,620-603-0036,102 S Main St,KS,,67526
Hays,Glassman Corp Inc.,38.8338,-99.3296999999999,888-576-0380,900 Commerce Pkwy,KS,,67601
Hays,AUMAN COMPANY,38.8338,-99.3296999999999,785-261-9014,311 E 11th St,KS,,67601
Phillipsburg,Innes Electric,39.8418,-99.3612,785-543-0101,319 S Morse Dr,KS,,67661
Phillipsburg,J &amp;amp; R HVAC/R LLC,39.8418,-99.3612,785-543-0209,230 State Street,KS,,67661
Norton,Garrett Plumbing Heating and Electric,39.9077,-99.9550999999998,785-871-4791,112 N Norton Ave,KS,,67654
Colby,McClure Plumbing and Heating,39.342,-101.0639,785-269-0098,720 N Franklin Ave,KS,,67701
Beaver,E &amp;amp; L Electric,36.7319,-100.5756,580-377-3368,3 Miles North Hwy 270 Box 549,OK,,73932
ULYSSES,AIR COMFORT CONSULTANTS,37.5622,-101.308,620-510-1140,508 E ELM,KS,,67880
Liberal,Luck Refrigeration,37.125,-100.9631,620-604-0166,2124 Sierra Dr,KS,,67901
Louisville,"Jarboe&amp;#39;s Plumbing, Heating &amp;amp; Cooling",38.1588,-85.5084000000001,502-437-4956,9825 Bluegrass Pkwy,KY,http://www.jarboes.com,40299
Shelbyville,Ferrells Heating and Air Conditioning,38.2358,-85.2274000000003,502-513-4283,6036 Frankfort Rd,KY,http://www.ferrellsllc.com,40065
Springfield,Hensley&amp;#39;s Heating &amp;amp; Air,37.7143,-85.2582999999999,859-459-2119,137 W Main St,KY,,40069
Louisville,Legacy Heating and Air,38.1588,-85.5084000000001,502-791-9237,348 Production Ct,KY,http://www.legacyheatingandair.com,40299
Louisville,Kentuckiana Comfort Center Inc,38.1588,-85.5084000000001,502-791-9508,2716 Grassland Dr,KY,http://www.kycomfort.com,40299
Bardstown,Carey Heating and A/C,37.7964,-85.4723999999999,502-233-7797,619 Pulliam Ave,KY,http://www.careyheatingandair.com,40004
Harrodsburg,J. Elliot HVAC,37.7856,-84.8966000000001,859-350-1624,749 S College St,KY,,40330
Lawrenceburg,Wade Hatchell Heating and Cooling,38.003,-84.9929000000001,502-517-7137,1001 Industry Rd,KY,http://www.callwade.com/,40342
Campbellsville,A-1 Cooling Inc.,37.3962,-85.3866,270-283-6109,231 Smiths Ridge Road,KY,,42718
Louisville,Bryant Heating and Air Conditioning,38.1869,-85.6523000000001,502-791-9478,4531 Bishop Ln,KY,http://bryanthvac.com,40218
Louisville,Murphy Company Heating &amp;amp; Cooling,38.1869,-85.6523000000001,502-791-9505,4618 Pinewood Rd,KY,http://www.murphycompanyofky.com,40218
Louisville,Murry&amp;#39;s Heating and Air Conditioning,38.1392,-85.6858000000002,502-791-9210,8106 Blue Lick Rd,KY,http://www.murrysheatingandair.com,40219
Louisville,MIDDLETOWN AC &amp;amp; HEATING CO,38.24,-85.5324000000001,502-791-9380,305 Evergreen Rd,KY,http://www.middletownairconditioning.com,40243
Flemingsburg,S and K Sales and Service,38.436,-83.6931000000002,859-648-9493,7341 Morehead Rd,KY,,41041
Paintsville,Scurlock Heating and Cooling Inc,37.7517,-82.9074000000002,859-274-0157,1005 Woodland Dr,KY,http://www.scurlockheatingandcooling.com,41240
Maysville,Green Tree Mechanical,38.585,-83.7789000000002,859-951-7409,1301 W 2nd St,KY,,41056
Jackson,Breathitt Mechanical,37.532,-83.3067999999999,606-824-4102,1261 Main St,KY,http://www.breathittmechanical.com,41339
Aberdeen,Kellys Heating and Cooling,38.6956,-83.7385999999998,234-985-0267,1979 Stivers Rd,OH,,45101
Ashland,"Cadco, Inc.",38.4744,-82.6532000000002,606-257-9188,2181 Winchester Ave,KY,,41101
Lexington,Donnie Rowe Heating &amp;amp; Air Cond. LLC,38.0047,-84.5348999999997,859-469-6611,283 Gold Rush Rd,KY,http://www.donnierowe.com,40503
Lexington,Fayette Htg &amp;amp; A/C Inc,38.1333,-84.4745999999999,859-554-4856,817 Nandino Blvd,KY,,40511
Frankfort,Sorg Heating &amp;amp; Cooling LLC,38.2128,-84.9740999999998,502-209-8641,598 Warsaw St,KY,http://www.sorg.org,40601
Georgetown,Gibson Heating &amp;amp; Cooling,38.2421,-84.5533999999998,859-286-4997,140 S Broadway St,KY,http://www.gibsonheating-cooling.com,40324
Burlington,Morris Heating &amp;amp; Cooling,39.0238,-84.7647000000001,859-488-6843,1467 Production Dr,KY,,41005
Lexington,Monthie Mechanical,38.1333,-84.4745999999999,859-554-1527,109 Westhampton Dr,KY,http://www.monthiemechanical.com,40511
Richmond,Superior Heating and Air Conditioning Inc,37.7632,-84.3053000000003,859-353-4772,422 N 2nd St,KY,http://www.superiorheatingandac.com,40475
Lexington,Bryant Heating &amp;amp; Air Conditioning,37.9935,-84.3712,859-309-5508,253 Blue Sky Pkwy,KY,http://www.bryanthvac.com,40509
Richmond,Morgan Heating &amp;amp; Air,37.7479,-84.2946999999998,859-661-4043,PO Box 610,KY,,40476
Lexington,Cross Heating &amp;amp; Cooling,38.0612,-84.4559000000001,859-286-7841,156 Swigert Ave,KY,,40505
Lexington,Climate Control Corp,38.0047,-84.5348999999997,859-687-8164,272 Big Run Rd,KY,http://www.climatecontrolcorp.com,40503
Liberty,Smith Electric HVAC,37.3141,-84.9881999999997,606-879-9505,745 Campbellsville St,KY,http://www.smithelectrichvac.com,42539
London,Smith Heating &amp;amp; Air-Conditioning,37.056,-84.0457000000001,606-657-4439,4400 S Laurel Rd,KY,,40744
Big Stone Gap,Warren Heating and Cooling,36.8453,-82.7571,276-318-1608,450 Orby Cantrell Hwy,VA,,24219
Tazewell,Doyle Caylor Heating and Cooling,36.4708,-83.5138999999999,865-745-9339,230 White Oak Ln,TN,,37879
Big Stone Gap,Environmental Solutions,36.8453,-82.7571,888-592-8099,14 E 5th St N,VA,,24219
Norton,"Buchanan Electric, Inc.",36.9678,-82.6443999999999,276-455-1263,629 Park Avenue SW,VA,,24273
Rogersville,Mounts Mechanical Contractors,36.4434,-83.0199,423-393-8405,201 Dodge Dr,TN,,37857
Rogersville,Local Sheet Metal,36.4434,-83.0199,423-393-3034,107 Clarksdale Cir,TN,,37857
Church Hill,Lafayette Air Conditioning of East TN,36.5509,-82.7597999999998,423-343-4792,733 W. Main Boulevard,TN,,37642
Church Hill,Stallard Heating &amp;amp; Cooling,36.5509,-82.7597999999998,423-398-6866,307 West Ellis Lane,TN,,37642
Bellevue,"Tom Rechtin Heating &amp;amp; Air Conditioning Company, Inc.",39.1006,-84.477,859-479-2889,640 Colfax Ave,KY,http://tomrechtin.com/carrier-factory-authorized-dealer/,41073
Lawrenceburg,Superior Services,39.1597,-84.8764000000003,812-496-4819,355 W Eads Pkwy,IN,,47025
Pikeville,"American Heating &amp;amp; Cooling, LLC",37.5348,-82.5129999999999,606-257-9182,1892 S Mayo Trl,KY,,41501
Pikeville,Elliott Supply and Glass Inc,37.5348,-82.5129999999999,606-658-0202,375 Hambley Blvd,KY,,41501
Clintwood,Crabtree Comfort Control,37.1698,-82.4517000000001,276-455-1259,4428 Dickenson HW,VA,,24228
Benton,Penn and Son Sheet Metal,36.8777,-88.361,270-906-9706,961 Slickback Rd,KY,http://www.pennandson.com,42025
Calvert City,ADCO Inc,37.0226,-88.3942999999998,270-908-2520,8999 US Highway 62,KY,http://www.adcoincheatingandair.com,42029
Wingo,Setpoint Heating and Air Conditioning LLC,36.6168,-88.7380000000001,270-356-4298,300 Almus Road,KY,,42088
Murray,David Collins dba Fire and Ice Heating,36.618,-88.2562,270-873-8177,904 Oaks Country Club Rd,KY,,42071
Morgantown,Advanced Heating &amp;amp; Cooling,37.1566,-86.7317000000002,270-288-0228,126 Veterans Way,KY,http://advanced4u.com/,42261
Bowling Green,Pine Tree Mechanical,37.1031,-86.4200999999999,270-975-4060,4304 Oak Hill Rd,KY,,42101
Bowling Green,Bowling Green Refrigeration,36.9906,-86.4436999999999,270-282-0685,PO Box 1096,KY,,42102
Hopkinsville,King Enterprises dba Quality Htg and Clg,36.8832,-87.4596999999997,270-874-4084,505 E 1st St,KY,,42240
Evansville,PERFECTION HEATING &amp;amp; COOLING,37.9318,-87.6605,812-370-1804,525 S. BARKER AVE.,IN,,47712
Madisonville,Arctic Heating and Air Conditioning,37.3245,-87.464,270-875-4411,1385 Briarwood Dr,KY,,42431
Russell Springs,Williams Comfort Air,37.0704,-85.0326999999999,270-974-4707,2385 W Highway 80,KY,http://www.williamscomfortairky.com,42642
Glendale,Elite HVAC Services,37.5913,-85.9357999999998,270-872-4956,6788 S Dixie Hwy,KY,,42740
Jefferson,Nash Htg. &amp;amp; Air Cond. Inc.,29.9622,-90.1596999999999,504-517-9740,2929 Jefferson Hwy,LA,,70121
Saint Rose,"St Pierre&amp;#39;s Services, INC.",30.0009,-90.3146999999998,504-229-4709,152 Ponderosa St,LA,,70087
New Orleans,"Comfort Engineered Systems, Inc",29.9521,-90.1034000000001,504-230-0635,1050 S Jefferson Davis Pkwy,LA,,70125
Baton Rouge,River City&amp;#39;s One Hour A/C,30.374,-90.9819999999999,225-224-3633,15025 Market St,LA,,70817
NEW ORLEANS,TEMPERATURE PRO - New Orleans,29.9695,-90.0302000000001,504-517-8878,2219 N. MIRO ST,LA,,70117
Denham Springs,S &amp;amp; E Heating &amp;amp; Air,30.421,-90.9007999999999,225-361-2083,103 Business Park Dr,LA,,70726
Baton Rouge,River City Air Conditioning,30.3971,-91.0743999999998,225-384-0912,11232 Cedar Park Ave,LA,,70809
Kenner,Southland A/C &amp;amp; Htg,29.991,-90.2553000000001,504-502-7369,301 23rd ST,LA,,70062
Houma,Falgouts Refrigeration,29.5175,-90.6832999999998,985-303-1591,1101 East St,LA,,70363
Thibodaux,A &amp;amp; G Refrigeration,29.8127,-90.7428,985-387-8172,1309 Saint Patrick St,LA,,70301
Houma,LeBlanc &amp;amp; Associates Inc,29.5175,-90.6832999999998,985-772-6755,132 Intracoastal Dr,LA,,70363
Houma,"Sealand Mechanical , LLC",29.5175,-90.6832999999998,985-772-6760,1747 Grand Caillou Rd,LA,,70363
Covington,Southern Comfort A/C &amp;amp; Htg Inc,30.4598,-90.1270999999999,985-590-4383,1608 Collins Blvd,LA,,70433
COVINGTON,SPRING CREEK SERVICES,30.4598,-90.1270999999999,985-888-0828,501 DOVE PARK RD,LA,,70433
Slidell,Albers A/C &amp;amp; Htg.,30.281,-89.7775999999999,985-605-0376,PO Box 5607,LA,,70469
Slidell,Maco Services,30.2612,-89.7906999999999,985-643-7604,4472 Pontchartrain Dr,LA,,70458
Hammond,"TCA HVAC, LLC dba Temperature Pro SE LA",30.4809,-90.4835,225-395-0211,10250 Park Place Suite C,LA,,70403
New Iberia,Doerle Mech Cont Heating and Cooling,29.9366,-91.8695,337-465-2263,1320 E Main St,LA,,70560
Broussard,Tims Air Conditioning &amp;amp; Refrigeration Inc,30.1301,-91.9422,337-359-5326,231 Thruway Park Rd,LA,,70518
Lafayette,Lees Air Conditioning Co,30.1977,-92.0795000000001,337-443-0569,156 Banks Ave,LA,,70506
Erath,"Landry&amp;#39;s A/C &amp;amp; Heating, LLC",29.8974,-92.0455999999999,337-706-0422,3115 Olias Rd,LA,,70533
BELL CITY,"MOREAU&amp;#39;S HEATING &amp;amp; A/C, LLC",30.0979,-93.0120000000002,337-419-2325,9880 ROBINSON RD,LA,,70630
Lake Charles,Ace Air Conditioning of LA Inc.,30.1606,-93.1937999999999,337-419-0293,4815 Common St,LA,,70607
Lake Charles,T &amp;amp; L Windows &amp;amp; Air Conditioning LLC,30.24,-93.2268999999999,337-602-8931,807 14th St,LA,,70601
Lake Charles,Thermal A/C &amp;amp; Refrigeration,30.3465,-93.2012999999999,337-419-3125,1149 Tan Tara Cir,LA,,70611
Sulphur,Morenos Air Conditioning Inc,30.1334,-93.4422000000003,337-476-1918,1457 Swisco Rd,LA,,70665
Ventress,AIr Medic Air Conditioning,30.6798,-91.3912999999998,225-963-5573,12609 Patin Dyke Rd,LA,,70783
Baker,Spectrum Air Conditioning &amp;amp; Heating,30.5904,-91.1319,225-308-3005,5613 Groom Rd,LA,,70714
Baker,"FIRE AND ICE HEATING &amp;amp; AIR,LLC",30.5904,-91.1319,225-339-4718,14211 NORTHEAST DR,LA,,70714
BATON ROUGE,"AMTECH SERVICES,INC.",30.446,-91.174,225-332-8172,1225 NORTH BLVD,LA,,70802
Walker,"KENT&amp;#39;S MECHANICAL, INC f/k/a  MICO MECHANICAL SERVICES",30.5547,-90.828,225-250-1806,12143 BURGESS AVE,LA,,70785
BATON ROUGE          LA 70809,"REULET HVAC, LLC",30.3971,-91.0743999999998,225-361-2262,12232 INDUSTRIPLEX BLVD,LA,,70809
Baton Rouge,REBEL HEATING &amp;amp; AIR,30.4848,-91.0598999999997,225-508-7596,10451 Mammoth Ave,LA,,70814
Ruston,Albritton Service Co,32.5075,-92.6828,318-232-2478,1009 E Georgia Ave,LA,,71270
Shreveport,Accutemp Cooling &amp;amp; Heating,32.3873,-93.7356000000002,318-716-7315,8540 Box Rd,LA,,71106
Shreveport,DMR Mechanical,32.3828,-93.9397000000002,318-716-7346,6150 Bert Kouns Industrial Loop,LA,,71129
Tenaha,C&amp;amp;J A/C &amp;amp; Electrical,31.9382,-94.2541000000002,936-657-4601,210 Vine St.,TX,,75974
CHATHAM,FERGUSON&amp;#39;S HEATING &amp;amp; A/C LLC,32.2406,-92.4109000000001,318-538-1327,1221 ROBERSON ST,LA,,71226
Paris,"Ellis Heating Company, Inc.",36.2992,-88.3124999999999,731-924-9915,1227 Highway 641 South,TN,http://www.ellisheatingcompany.com,38242
Hollywood,Burch Oil Company,38.3548,-76.5715000000001,240-587-6679,24660 Three Notch Road,MD,,20636
Millersville,"B&amp;amp;B Air Conditioning &amp;amp; Heating Service Co., Inc.",39.0888,-76.6251000000002,443-440-5956,1526 Jabez Run,MD,,21108
Waldorf,Taylor Electric Company Inc,38.6041,-76.8334999999998,240-766-3505,2915 Old Washington Rd,MD,,20601
Glen Burnie,Lindy M. Redding Co.,39.1648,-76.6418,443-354-1496,1701 Crain Hwy S,MD,,21061
Lexington Park,Great Mills Heating and Air,38.2267,-76.4332999999999,240-718-6864,21305 Great Mills Rd,MD,,20653
Leonardtown,T N Bowes Heating &amp;amp; Air Conditioning,38.2757,-76.6352000000001,301-690-0709,26743 Radio Station Way,MD,,20650
White Plains,"Olympic Aire Services, Inc.",38.5947,-76.9736000000002,240-776-5073,4384 Hackett Pl,MD,,20695
Columbia,Environmental Systems Associates Inc,39.1722,-76.8525999999998,443-832-3643,9375 Gerwig Ln,MD,,21046
Linthicum Heights,Arundel Cooling and Heating Co,39.2087,-76.6692000000002,443-457-8971,707 Nursery Rd,MD,http://www.arundelcooling.com,21090
Glen Burnie,Supreme Heating &amp;amp; A/C,39.1605,-76.5822999999998,443-422-3410,152 Blades Ln Suite B,MD,http://www.supremeheatair.com,21060
Glen Burnie,Max Air Heating &amp;amp; A/C Inc.,39.1605,-76.5822999999998,410-424-7810,327 Roesler Rd,MD,,21060
Elkridge,"B&amp;amp;B Air Conditioning &amp;amp; Heating Service Co., Inc.",39.2065,-76.7470000000001,443-535-1839,6725 Santa Barbara Ct,MD,,21075
Laurel,"H &amp;amp; C, Inc.",39.1364,-76.8642000000003,240-297-5560,9010 Maier Rd,MD,,20723
Baltimore,Clean Air Heating &amp;amp; Air Conditioning,39.2844,-76.5421999999998,667-401-3403,1911 Portal St,MD,,21224
Linthicum,Fresh Air Concepts,39.2087,-76.6692000000002,443-773-4108,5195 Raynor Ave,MD,http://www.4fac.com,21090
Upper Marlboro,Bob Bakers Golden Service,38.8741,-76.7677999999998,240-232-7559,16000 Trade Zone Ave,MD,,20774
Huntingtown,"ADVANCED SERVICE EXPERTS, LLC",38.6096,-76.6075000000002,443-295-3521,PO Box 494,MD,,20639
Upper Marlboro,Belair Engineering and Service Co Inc,38.8741,-76.7677999999998,240-544-7129,15881 Commerce Ct,MD,,20774
