DealerName,PostalAddress,City,State,ZipCode,Country,Phone,LocatorLatitude,LocatorLongitude,Website,Brand
Guardian Htg & Clg,20090 W 198th St,Spring Hill,KS,66083,United States,913-686-6544,38.76,-94.8359,,Carrier
Hickman Heating & Cooling,15684 Lake Road 5,Gardner,KS,66030,United States,913-884-3274,38.8179,-94.9365000000002,,Carrier
City Wide Heating & Cooling,2824 Roe Ln,Kansas City,KS,66103,United States,913-717-0706,39.0609,-94.6263,,Carrier
MCELROY&S INC.,3310 SW Topeka Blvd,Topeka,KS,66611,United States,785-380-3691,39.0141,-95.6962000000001,http://www.mcelroys.com,Carrier
Bob Crawford Inc,421 E 6th Ave,Emporia,KS,66801,United States,620-412-4064,38.5525,-96.1732,,Carrier
"Henton Plumbing and A/C, Inc.",8838 Quail Ln,Manhattan,KS,66502,United States,785-370-4866,39.1124,-96.5124000000003,,Carrier
Meyer Electric,1018 Main St,Sabetha,KS,66534,United States,785-284-7081,39.8706,-95.8448999999998,,Carrier
MITCHELL PLBG HTG & A/C,211 S Kansas Ave,Frankfort,KS,66427,United States,785-292-3140,39.7199,-96.4404,,Carrier
Lee&s Cooling and Heating Co,118 S 8th St,Independence,KS,67301,United States,620-577-4927,37.2452,-95.7725000000001,,Carrier
Studebaker Refrigeration,319 Monroe St,Fredonia,KS,66736,United States,620-607-9077,37.5252,-95.8316000000001,,Carrier
Clements Plumbing,400 W 12th St,Lamar,MO,64759,United States,417-660-4164,37.5121,-94.2673999999999,,Carrier
Williams Heating & Air Conditioning Inc.,1829 E Wall St,Fort Scott,KS,66701,United States,620-644-4499,37.8381,-94.7210000000001,,Carrier
Perfection Air Systems LLC,218 N Fairview St,Pittsburg,KS,66762,United States,620-670-5136,37.4268,-94.7004000000001,,Carrier
Griffins Contracting,703 E 10th St,Minneapolis,KS,67467,United States,785-392-6496,39.1542,-97.5941000000001,,Carrier
"Johnson Plumbing, Heating and Cooling",1101 E 3rd St,Beloit,KS,67420,United States,785-831-4000,39.3832,-98.1404999999997,,Carrier
Hood Heating Air Plumbing Electric,2201 E 6th St,Concordia,KS,66901,United States,785-818-4203,39.4716,-97.7305000000001,,Carrier
T & T HEATING AND COOLING,PO Box 614,Goddard,KS,67052,United States,316-712-0179,37.6682,-97.5892,,Carrier
Midwest Mechanical,2111 W Harry St,Wichita,KS,67213,United States,316-469-7982,37.6683,-97.3676,,Carrier
Oasis,3611 N Athenian St,Wichita,KS,67204,United States,316-500-6073,37.7735,-97.3662999999997,,Carrier
Fahnestock Heating and Air Conditioning,3532 N Comotara St,Wichita,KS,67226,United States,316-202-4130,37.7646,-97.2186000000001,,Carrier
Waldorf Riley,1705 N. Summit St,Arkansas City,KS,67005,United States,620-506-4575,37.0955,-96.9739000000001,,Carrier
Comfort Contractors,215 N Lincoln Ave,Chanute,KS,66720,United States,620-433-5657,37.6378,-95.4622,,Carrier
Dons Heating and Air Conditioning,306 S Main St,El Dorado,KS,67042,United States,316-251-9925,37.8952,-96.7688000000001,,Carrier
Liebert Brothers Electric Co,313 W 8th St,Coffeyville,KS,67337,United States,620-464-4138,37.067,-95.5816999999998,,Carrier
Graber Plumbing and Heating,208 W Broadway St,Newton,KS,67114,United States,316-842-4847,38.0076,-97.2953000000001,,Carrier
Pauls Inc,525 N Lancaster Ave,Hesston,KS,67062,United States,620-869-4490,38.1447,-97.4359999999997,,Carrier
SCHULTE HEATING & COOLING,815 W 17th Street Ct,Newton,KS,67114,United States,316-803-1231,38.0076,-97.2953000000001,,Carrier
Sturgeon Plumbing and Air Conditioning-CDCC,526 W 1st Ave,Hutchinson,KS,67501,United States,620-860-0940,38.0313,-98.1636000000003,,Carrier
"Ray Omo, Inc",309 E Trail St,Dodge City,KS,67801,United States,620-682-4058,37.696,-100.1054,,Carrier
Cummins Heat & Air,3703 Kentucky,Bartlesville,OK,74006,United States,918-876-3292,36.7204,-95.8873000000001,,Carrier
Waddle&s Heating and Cooling,346 N 9th St,Salina,KS,67401,United States,785-914-5015,38.8424,-97.6193,http://www.waddlesheating.com,Carrier
"REMPE&s PLBG, HTG & A/C LLC",100 SW 9th St,Plainville,KS,67663,United States,785-434-3052,39.2151,-99.302,,Carrier
Dave&s Heating And Cooling,116 East Kansas Avenue,Smith Center,KS,66967,United States,913-624-9591,39.8957,-98.7956,,Carrier
Isern Electric,102 S Main St,Ellinwood,KS,67526,United States,620-603-0036,38.3727,-98.5726999999997,,Carrier
Glassman Corp Inc.,900 Commerce Pkwy,Hays,KS,67601,United States,888-576-0380,38.8338,-99.3296999999999,,Carrier
AUMAN COMPANY,311 E 11th St,Hays,KS,67601,United States,785-261-9014,38.8338,-99.3296999999999,,Carrier
Innes Electric,319 S Morse Dr,Phillipsburg,KS,67661,United States,785-543-0101,39.8418,-99.3612,,Carrier
J & R HVAC/R LLC,230 State Street,Phillipsburg,KS,67661,United States,785-543-0209,39.8418,-99.3612,,Carrier
Garrett Plumbing Heating and Electric,112 N Norton Ave,Norton,KS,67654,United States,785-871-4791,39.9077,-99.9550999999998,,Carrier
McClure Plumbing and Heating,720 N Franklin Ave,Colby,KS,67701,United States,785-269-0098,39.342,-101.0639,,Carrier
E & L Electric,3 Miles North Hwy 270 Box 549,Beaver,OK,73932,United States,580-377-3368,36.7319,-100.5756,,Carrier
AIR COMFORT CONSULTANTS,508 E ELM,ULYSSES,KS,67880,United States,620-510-1140,37.5622,-101.308,,Carrier
Luck Refrigeration,2124 Sierra Dr,Liberal,KS,67901,United States,620-604-0166,37.125,-100.9631,,Carrier
"Jarboe&s Plumbing, Heating & Cooling",9825 Bluegrass Pkwy,Louisville,KY,40299,United States,502-437-4956,38.1588,-85.5084000000001,http://www.jarboes.com,Carrier
Ferrells Heating and Air Conditioning,6036 Frankfort Rd,Shelbyville,KY,40065,United States,502-513-4283,38.2358,-85.2274000000003,http://www.ferrellsllc.com,Carrier
Hensley&s Heating & Air,137 W Main St,Springfield,KY,40069,United States,859-459-2119,37.7143,-85.2582999999999,,Carrier
Legacy Heating and Air,348 Production Ct,Louisville,KY,40299,United States,502-791-9237,38.1588,-85.5084000000001,http://www.legacyheatingandair.com,Carrier
Kentuckiana Comfort Center Inc,2716 Grassland Dr,Louisville,KY,40299,United States,502-791-9508,38.1588,-85.5084000000001,http://www.kycomfort.com,Carrier
Carey Heating and A/C,619 Pulliam Ave,Bardstown,KY,40004,United States,502-233-7797,37.7964,-85.4723999999999,http://www.careyheatingandair.com,Carrier
J. Elliot HVAC,749 S College St,Harrodsburg,KY,40330,United States,859-350-1624,37.7856,-84.8966000000001,,Carrier
Wade Hatchell Heating and Cooling,1001 Industry Rd,Lawrenceburg,KY,40342,United States,502-517-7137,38.003,-84.9929000000001,http://www.callwade.com/,Carrier
A-1 Cooling Inc.,231 Smiths Ridge Road,Campbellsville,KY,42718,United States,270-283-6109,37.3962,-85.3866,,Carrier
Bryant Heating and Air Conditioning,4531 Bishop Ln,Louisville,KY,40218,United States,502-791-9478,38.1869,-85.6523000000001,http://bryanthvac.com,Carrier
Murphy Company Heating & Cooling,4618 Pinewood Rd,Louisville,KY,40218,United States,502-791-9505,38.1869,-85.6523000000001,http://www.murphycompanyofky.com,Carrier
Murry&s Heating and Air Conditioning,8106 Blue Lick Rd,Louisville,KY,40219,United States,502-791-9210,38.1392,-85.6858000000002,http://www.murrysheatingandair.com,Carrier
MIDDLETOWN AC & HEATING CO,305 Evergreen Rd,Louisville,KY,40243,United States,502-791-9380,38.24,-85.5324000000001,http://www.middletownairconditioning.com,Carrier
S and K Sales and Service,7341 Morehead Rd,Flemingsburg,KY,41041,United States,859-648-9493,38.436,-83.6931000000002,,Carrier
Scurlock Heating and Cooling Inc,1005 Woodland Dr,Paintsville,KY,41240,United States,859-274-0157,37.7517,-82.9074000000002,http://www.scurlockheatingandcooling.com,Carrier
Green Tree Mechanical,1301 W 2nd St,Maysville,KY,41056,United States,859-951-7409,38.585,-83.7789000000002,,Carrier
Breathitt Mechanical,1261 Main St,Jackson,KY,41339,United States,606-824-4102,37.532,-83.3067999999999,http://www.breathittmechanical.com,Carrier
Kellys Heating and Cooling,1979 Stivers Rd,Aberdeen,OH,45101,United States,234-985-0267,38.6956,-83.7385999999998,,Carrier
"Cadco, Inc.",2181 Winchester Ave,Ashland,KY,41101,United States,606-257-9188,38.4744,-82.6532000000002,,Carrier
Donnie Rowe Heating & Air Cond. LLC,283 Gold Rush Rd,Lexington,KY,40503,United States,859-469-6611,38.0047,-84.5348999999997,http://www.donnierowe.com,Carrier
Fayette Htg & A/C Inc,817 Nandino Blvd,Lexington,KY,40511,United States,859-554-4856,38.1333,-84.4745999999999,,Carrier
Sorg Heating & Cooling LLC,598 Warsaw St,Frankfort,KY,40601,United States,502-209-8641,38.2128,-84.9740999999998,http://www.sorg.org,Carrier
Gibson Heating & Cooling,140 S Broadway St,Georgetown,KY,40324,United States,859-286-4997,38.2421,-84.5533999999998,http://www.gibsonheating-cooling.com,Carrier
Morris Heating & Cooling,1467 Production Dr,Burlington,KY,41005,United States,859-488-6843,39.0238,-84.7647000000001,,Carrier
Monthie Mechanical,109 Westhampton Dr,Lexington,KY,40511,United States,859-554-1527,38.1333,-84.4745999999999,http://www.monthiemechanical.com,Carrier
Superior Heating and Air Conditioning Inc,422 N 2nd St,Richmond,KY,40475,United States,859-353-4772,37.7632,-84.3053000000003,http://www.superiorheatingandac.com,Carrier
Bryant Heating & Air Conditioning,253 Blue Sky Pkwy,Lexington,KY,40509,United States,859-309-5508,37.9935,-84.3712,http://www.bryanthvac.com,Carrier
Morgan Heating & Air,PO Box 610,Richmond,KY,40476,United States,859-661-4043,37.7479,-84.2946999999998,,Carrier
Cross Heating & Cooling,156 Swigert Ave,Lexington,KY,40505,United States,859-286-7841,38.0612,-84.4559000000001,,Carrier
Climate Control Corp,272 Big Run Rd,Lexington,KY,40503,United States,859-687-8164,38.0047,-84.5348999999997,http://www.climatecontrolcorp.com,Carrier
Smith Electric HVAC,745 Campbellsville St,Liberty,KY,42539,United States,606-879-9505,37.3141,-84.9881999999997,http://www.smithelectrichvac.com,Carrier
Smith Heating & Air-Conditioning,4400 S Laurel Rd,London,KY,40744,United States,606-657-4439,37.056,-84.0457000000001,,Carrier
Warren Heating and Cooling,450 Orby Cantrell Hwy,Big Stone Gap,VA,24219,United States,276-318-1608,36.8453,-82.7571,,Carrier
Doyle Caylor Heating and Cooling,230 White Oak Ln,Tazewell,TN,37879,United States,865-745-9339,36.4708,-83.5138999999999,,Carrier
Environmental Solutions,14 E 5th St N,Big Stone Gap,VA,24219,United States,888-592-8099,36.8453,-82.7571,,Carrier
"Buchanan Electric, Inc.",629 Park Avenue SW,Norton,VA,24273,United States,276-455-1263,36.9678,-82.6443999999999,,Carrier
Mounts Mechanical Contractors,201 Dodge Dr,Rogersville,TN,37857,United States,423-393-8405,36.4434,-83.0199,,Carrier
Local Sheet Metal,107 Clarksdale Cir,Rogersville,TN,37857,United States,423-393-3034,36.4434,-83.0199,,Carrier
Lafayette Air Conditioning of East TN,733 W. Main Boulevard,Church Hill,TN,37642,United States,423-343-4792,36.5509,-82.7597999999998,,Carrier
Stallard Heating & Cooling,307 West Ellis Lane,Church Hill,TN,37642,United States,423-398-6866,36.5509,-82.7597999999998,,Carrier
"Tom Rechtin Heating & Air Conditioning Company, Inc.",640 Colfax Ave,Bellevue,KY,41073,United States,859-479-2889,39.1006,-84.477,http://tomrechtin.com/carrier-factory-authorized-dealer/,Carrier
Superior Services,355 W Eads Pkwy,Lawrenceburg,IN,47025,United States,812-496-4819,39.1597,-84.8764000000003,,Carrier
"American Heating & Cooling, LLC",1892 S Mayo Trl,Pikeville,KY,41501,United States,606-257-9182,37.5348,-82.5129999999999,,Carrier
Elliott Supply and Glass Inc,375 Hambley Blvd,Pikeville,KY,41501,United States,606-658-0202,37.5348,-82.5129999999999,,Carrier
Crabtree Comfort Control,4428 Dickenson HW,Clintwood,VA,24228,United States,276-455-1259,37.1698,-82.4517000000001,,Carrier
Penn and Son Sheet Metal,961 Slickback Rd,Benton,KY,42025,United States,270-906-9706,36.8777,-88.361,http://www.pennandson.com,Carrier
ADCO Inc,8999 US Highway 62,Calvert City,KY,42029,United States,270-908-2520,37.0226,-88.3942999999998,http://www.adcoincheatingandair.com,Carrier
Setpoint Heating and Air Conditioning LLC,300 Almus Road,Wingo,KY,42088,United States,270-356-4298,36.6168,-88.7380000000001,,Carrier
David Collins dba Fire and Ice Heating,904 Oaks Country Club Rd,Murray,KY,42071,United States,270-873-8177,36.618,-88.2562,,Carrier
Advanced Heating & Cooling,126 Veterans Way,Morgantown,KY,42261,United States,270-288-0228,37.1566,-86.7317000000002,http://advanced4u.com/,Carrier
Pine Tree Mechanical,4304 Oak Hill Rd,Bowling Green,KY,42101,United States,270-975-4060,37.1031,-86.4200999999999,,Carrier
Bowling Green Refrigeration,PO Box 1096,Bowling Green,KY,42102,United States,270-282-0685,36.9906,-86.4436999999999,,Carrier
King Enterprises dba Quality Htg and Clg,505 E 1st St,Hopkinsville,KY,42240,United States,270-874-4084,36.8832,-87.4596999999997,,Carrier
PERFECTION HEATING & COOLING,525 S. BARKER AVE.,Evansville,IN,47712,United States,812-370-1804,37.9318,-87.6605,,Carrier
Arctic Heating and Air Conditioning,1385 Briarwood Dr,Madisonville,KY,42431,United States,270-875-4411,37.3245,-87.464,,Carrier
Williams Comfort Air,2385 W Highway 80,Russell Springs,KY,42642,United States,270-974-4707,37.0704,-85.0326999999999,http://www.williamscomfortairky.com,Carrier
Elite HVAC Services,6788 S Dixie Hwy,Glendale,KY,42740,United States,270-872-4956,37.5913,-85.9357999999998,,Carrier
Nash Htg. & Air Cond. Inc.,2929 Jefferson Hwy,Jefferson,LA,70121,United States,504-517-9740,29.9622,-90.1596999999999,,Carrier
"St Pierre&s Services, INC.",152 Ponderosa St,Saint Rose,LA,70087,United States,504-229-4709,30.0009,-90.3146999999998,,Carrier
"Comfort Engineered Systems, Inc",1050 S Jefferson Davis Pkwy,New Orleans,LA,70125,United States,504-230-0635,29.9521,-90.1034000000001,,Carrier
River City&s One Hour A/C,15025 Market St,Baton Rouge,LA,70817,United States,225-224-3633,30.374,-90.9819999999999,,Carrier
TEMPERATURE PRO - New Orleans,2219 N. MIRO ST,NEW ORLEANS,LA,70117,United States,504-517-8878,29.9695,-90.0302000000001,,Carrier
S & E Heating & Air,103 Business Park Dr,Denham Springs,LA,70726,United States,225-361-2083,30.421,-90.9007999999999,,Carrier
River City Air Conditioning,11232 Cedar Park Ave,Baton Rouge,LA,70809,United States,225-384-0912,30.3971,-91.0743999999998,,Carrier
Southland A/C & Htg,301 23rd ST,Kenner,LA,70062,United States,504-502-7369,29.991,-90.2553000000001,,Carrier
Falgouts Refrigeration,1101 East St,Houma,LA,70363,United States,985-303-1591,29.5175,-90.6832999999998,,Carrier
A & G Refrigeration,1309 Saint Patrick St,Thibodaux,LA,70301,United States,985-387-8172,29.8127,-90.7428,,Carrier
LeBlanc & Associates Inc,132 Intracoastal Dr,Houma,LA,70363,United States,985-772-6755,29.5175,-90.6832999999998,,Carrier
"Sealand Mechanical , LLC",1747 Grand Caillou Rd,Houma,LA,70363,United States,985-772-6760,29.5175,-90.6832999999998,,Carrier
Southern Comfort A/C & Htg Inc,1608 Collins Blvd,Covington,LA,70433,United States,985-590-4383,30.4598,-90.1270999999999,,Carrier
SPRING CREEK SERVICES,501 DOVE PARK RD,COVINGTON,LA,70433,United States,985-888-0828,30.4598,-90.1270999999999,,Carrier
Albers A/C & Htg.,PO Box 5607,Slidell,LA,70469,United States,985-605-0376,30.281,-89.7775999999999,,Carrier
Maco Services,4472 Pontchartrain Dr,Slidell,LA,70458,United States,985-643-7604,30.2612,-89.7906999999999,,Carrier
"TCA HVAC, LLC dba Temperature Pro SE LA",10250 Park Place Suite C,Hammond,LA,70403,United States,225-395-0211,30.4809,-90.4835,,Carrier
Doerle Mech Cont Heating and Cooling,1320 E Main St,New Iberia,LA,70560,United States,337-465-2263,29.9366,-91.8695,,Carrier
Tims Air Conditioning & Refrigeration Inc,231 Thruway Park Rd,Broussard,LA,70518,United States,337-359-5326,30.1301,-91.9422,,Carrier
Lees Air Conditioning Co,156 Banks Ave,Lafayette,LA,70506,United States,337-443-0569,30.1977,-92.0795000000001,,Carrier
"Landry&s A/C & Heating, LLC",3115 Olias Rd,Erath,LA,70533,United States,337-706-0422,29.8974,-92.0455999999999,,Carrier
"MOREAU&S HEATING & A/C, LLC",9880 ROBINSON RD,BELL CITY,LA,70630,United States,337-419-2325,30.0979,-93.0120000000002,,Carrier
Ace Air Conditioning of LA Inc.,4815 Common St,Lake Charles,LA,70607,United States,337-419-0293,30.1606,-93.1937999999999,,Carrier
T & L Windows & Air Conditioning LLC,807 14th St,Lake Charles,LA,70601,United States,337-602-8931,30.24,-93.2268999999999,,Carrier
Thermal A/C & Refrigeration,1149 Tan Tara Cir,Lake Charles,LA,70611,United States,337-419-3125,30.3465,-93.2012999999999,,Carrier
Morenos Air Conditioning Inc,1457 Swisco Rd,Sulphur,LA,70665,United States,337-476-1918,30.1334,-93.4422000000003,,Carrier
AIr Medic Air Conditioning,12609 Patin Dyke Rd,Ventress,LA,70783,United States,225-963-5573,30.6798,-91.3912999999998,,Carrier
Spectrum Air Conditioning & Heating,5613 Groom Rd,Baker,LA,70714,United States,225-308-3005,30.5904,-91.1319,,Carrier
"FIRE AND ICE HEATING & AIR,LLC",14211 NORTHEAST DR,Baker,LA,70714,United States,225-339-4718,30.5904,-91.1319,,Carrier
"AMTECH SERVICES,INC.",1225 NORTH BLVD,BATON ROUGE,LA,70802,United States,225-332-8172,30.446,-91.174,,Carrier
"KENT&S MECHANICAL, INC f/k/a  MICO MECHANICAL SERVICES",12143 BURGESS AVE,Walker,LA,70785,United States,225-250-1806,30.5547,-90.828,,Carrier
"REULET HVAC, LLC",12232 INDUSTRIPLEX BLVD,BATON ROUGE          LA 70809,LA,70809,United States,225-361-2262,30.3971,-91.0743999999998,,Carrier
REBEL HEATING & AIR,10451 Mammoth Ave,Baton Rouge,LA,70814,United States,225-508-7596,30.4848,-91.0598999999997,,Carrier
Albritton Service Co,1009 E Georgia Ave,Ruston,LA,71270,United States,318-232-2478,32.5075,-92.6828,,Carrier
Accutemp Cooling & Heating,8540 Box Rd,Shreveport,LA,71106,United States,318-716-7315,32.3873,-93.7356000000002,,Carrier
DMR Mechanical,6150 Bert Kouns Industrial Loop,Shreveport,LA,71129,United States,318-716-7346,32.3828,-93.9397000000002,,Carrier
C&J A/C & Electrical,210 Vine St.,Tenaha,TX,75974,United States,936-657-4601,31.9382,-94.2541000000002,,Carrier
FERGUSON&S HEATING & A/C LLC,1221 ROBERSON ST,CHATHAM,LA,71226,United States,318-538-1327,32.2406,-92.4109000000001,,Carrier
"Ellis Heating Company, Inc.",1227 Highway 641 South,Paris,TN,38242,United States,731-924-9915,36.2992,-88.3124999999999,http://www.ellisheatingcompany.com,Carrier
Burch Oil Company,24660 Three Notch Road,Hollywood,MD,20636,United States,240-587-6679,38.3548,-76.5715000000001,,Carrier
"B&B Air Conditioning & Heating Service Co., Inc.",1526 Jabez Run,Millersville,MD,21108,United States,443-440-5956,39.0888,-76.6251000000002,,Carrier
Taylor Electric Company Inc,2915 Old Washington Rd,Waldorf,MD,20601,United States,240-766-3505,38.6041,-76.8334999999998,,Carrier
